"year","state_code","nacchoid","lhd_name","lhd_area_type","fips_county","county_name","fips_place","counties","fips_counties","population","fte","fte_per_100000","expenditures","expenditures_infl","expenditures_per_capita","expenditures_infl_per_capita","lhd_note"
1997,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,21178,,,1170426,2267443.29693464,55.2661252242894,107.06597870123,
1998,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,21088,,,1005716,1911109.21642751,47.6913884673748,90.6254370460694,
1999,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,21039,,,1264627.79,2312409.48675533,60.1087404344313,109.910617745869,
2000,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,20939,,,1488562,2597228.69433002,71.0904054634892,124.037857315537,
2001,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,20631,,,990379,1671087.78939969,48.0044108380592,80.9988749648435,
2002,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,20514,,,1075287,1774489.23360309,52.4172272594326,86.5013763090131,
2003,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,20885,,,973707,1557012.22600972,46.6223126645918,74.5516986358494,
2004,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,20953,,,1047434,1601148.56251244,49.9896912136687,76.4161963686555,
2005,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,21228,,,747408,1081666.27511965,35.2085924250989,50.9546954550427,
2006,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,21326,,,1173404,1616779.14357128,55.0222263903217,75.8125829302862,
2007,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,21415,,,1317602,1722437.24398353,61.527060471632,80.4313445707927,
2008,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,21305,,,1371858,1707626.61137881,64.3913635296879,80.1514485509885,
2009,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,21026,,,1405563,1759274.77355293,66.8488062398935,83.6713960597798,
2010,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,20879,,,1186873,1444422.27208484,56.8452991043632,69.180625129788,
2011,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,20884,,,963861,1136172.39312864,46.1530837004405,54.4039644286841,
2012,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,20582,,,1030381,1187122.55772,50.0622388494801,57.677706623263,
2013,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,20442,13.5,66.0405048429704,916345,1022220.78195955,44.8265825261716,50.0059085196921,
2014,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,20564,12.84,62.4392141606691,980828,1069649.82285958,47.6963625753744,52.0156498181082,
2015,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,20869,12.77,61.1912405960995,882696,962339.691247859,42.2969955436293,46.1133591091024,
2016,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,21285,15.58,73.1970871505755,731231,795875.318570862,34.3542870566126,37.3913703815298,
2017,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,21742,14.6,67.1511360500414,997194,1056632.56226835,45.8648698371815,48.5986828382095,
2018,"WA","WA020","Pacific County Health and Human Services Department","single county","53049","Pacific County",,1,,22074,16.5,74.7485729817885,974516,995601.189940765,44.1476850593458,45.1028898224502,
1993,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,11448,,,523535,1116949.63927262,45.7315688329839,97.5672291468046,
1994,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,11784,,,553558,1151325.49185832,46.9753903598099,97.7024348148612,
1995,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,12305,,,651764,1320374.77744369,52.9674116212922,107.303923400544,
1996,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,12523,,,760864,1506792.42944806,60.7573265192047,120.3220018724,
1997,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,12803,,,851520,1649632.96800121,66.5094118565961,128.847377021105,
1998,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,13281,,,829545,1576340.73132113,62.4610345606506,118.691418667354,
1999,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,13762,,,913311,1670016.29843829,66.3646998982706,121.349825493264,
2000,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,14120,,,1973383,3443139.72310395,139.758002832861,243.848422316144,
2001,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,14334,,,1286317,2170430.3423207,89.7388726105763,151.418330007026,
2002,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,14628,,,2130675,3516140.20052997,145.657301066448,240.370535994666,
2003,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,14787,,,2177468,3481893.72957668,147.255562318253,235.469921524088,
2004,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,15071,,,2234108,3415144.8327031,148.238869351735,226.603731185927,
2005,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,15167,,,2204094,3189816.20078132,145.321685237687,210.312929437682,
2006,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,15270,,,2557979,3524521.04892546,167.516633922724,230.813428220397,
2007,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,15400,,,2754817,3601238.76645524,178.884220779221,233.846673146444,
2008,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,15590,,,3115299,3877782.88627671,199.82674791533,248.735271730386,
2009,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,15714,,,2738048,3427081.3725013,174.242586228841,218.090961722114,
2010,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,15783,,,2838344,3454259.46115413,179.835519229551,218.859498267384,
2011,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,15845,,,2976203,3508264.8690492,187.832313032502,221.411478008785,
2012,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,15848,,,3721113,4287168.70956,234.800164058556,270.517965015144,
2013,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,15909,25.02,157.269470111258,3957367,4414606.7138915,248.750204286882,277.491150536897,
2014,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,16009,25.02,156.287088512712,3878308,4229519.81916797,242.257979886314,264.196378235241,
2015,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,16198,25.58,157.920730954439,3783415,4124784.09663408,233.572971971848,254.647740253987,
2016,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,16309,25.6,156.968544975167,3788889,4123844.91344682,232.318903672819,252.857006158981,
2017,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,16729,26,155.418733935083,4050635,4292076.40525701,242.132524358898,256.56503109911,
2018,"WA","WA021","San Juan County Health and Community Services","single county","53055","San Juan County",,1,,17124,26.4,154.1695865452,4354005,4448210.7620686,254.263314646111,259.764702293191,
1993,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1596032,,,76875966,164013069.78986,48.1669327432031,102.76302091052,
1994,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1611851,,,86270390,179430699.582626,53.5225588469406,111.319656458709,
1995,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1631940,,,101309295,205237229.792689,62.079056215302,125.762730120402,
1996,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1654937,,,107080795,212059620.701308,64.7038497537973,128.137579074797,
1997,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1684755,,,137140745,265680071.17654,81.4010019260961,157.696561919413,
1998,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1712411,,,167595370,318472666.476002,97.8709959232918,185.97910576141,
1999,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1729058,,,143208039,261860154.095797,82.8243118507303,151.44671497185,
2000,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1739009,,,149316702,260526348.903925,85.8630990408905,149.813111320255,
2001,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1754090,,,165340806,278983098.385671,94.2601611091791,159.047197342024,
2002,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1758685,,,172841283,285230822.846036,98.2787042591482,162.184144884409,
2003,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1763440,,,180963159,289370263.354726,102.619402418001,164.094192801981,
2004,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1775297,,,196588418,300512741.506667,110.735509607688,169.274629262972,
2005,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1795268,,,162446862,235096884.33147,90.4861346606746,130.953642760563,
2006,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1822967,,,180625481,248875502.792159,99.0832423187035,136.522220529587,
2007,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1847986,,,179612350,234798521.191835,97.1935664014771,127.056439384192,
2008,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1875020,,,188873787,235101522.805635,100.731611929473,125.386141377498,
2009,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1912012,,,191081989,239168022.299974,99.9376515419359,125.087092706517,
2010,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1938351,,,191454030,232999204.643125,98.7716001900585,120.204856934129,
2011,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,1974200,,,193300162,227856825.467255,97.9131607739844,115.417295850094,
2012,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,2011197,,,183393435.79,211291245.242375,91.1862118877465,105.05745844011,
2013,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,2047223,1424,69.5576397881423,199825028,222913091.005296,97.6078463362321,108.885593316066,
2014,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,2085225,1223,58.6507451234279,229287826,250051673.142241,109.958314330588,119.915919453412,
2015,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,2126178,1295,60.9074122674583,185508163,202246150.776006,87.2495919908869,95.1219280681138,
2016,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,2166350,1344,62.0398365915018,212422248,231201390.940125,98.0553687077342,106.723932393254,
2017,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,2203836,1344,60.9845741697658,223586934,236914015.690171,101.453526487452,107.500746738946,
2018,"WA","WA022","Public Health - Seattle and King County","single county","53033","King County",,1,,2228364,1390,62.377600786945,236965134,242092248.238995,106.340406684007,108.641249023497,
1993,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,89530,,,1936952,4132441.64705011,21.6346699430359,46.1570607288072,
1994,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,91829,,,2164868,4502631.548832,23.5749926493809,49.0327842928923,
1995,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,94053,,,2273920,4606616.21986601,24.1770065813956,48.978939745314,
1996,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,95743,,,2264095,4483746.37984083,23.6476295917195,46.8310621125391,
1997,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,97539,,,2237093,4333876.32150124,22.9353694419668,44.4322406575958,
1998,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,99909,,,2404577,4569291.19782286,24.0676715811388,45.7345304008934,
1999,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,101701,,,2509045.23,4587863.7480758,24.6708019586828,45.1112943636326,
2000,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,103420,,,2883518,5031134.53804216,27.8816283117385,48.647597544403,
2001,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,104534,,,2966446,5005348.14299732,28.3778100904969,47.8824893622871,
2002,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,105563,,,2786188,4597898.61571296,26.3936038195201,43.5559676753498,
2003,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,107369,,,3006721,4807915.88968772,28.0036230196798,44.7793673191304,
2004,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,109030,,,3265041,4991069.32149823,29.9462624965606,45.7770276208221,
2005,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,110683,,,3585567,5189116.12008693,32.3949206291842,46.882684062475,
2006,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,112621,,,3905007,5380528.67818745,34.6738796494437,47.7755363403579,
2007,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,114066,,,4016943,5251154.92398988,35.2159539214139,46.0361100063987,
2008,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,115808,,,4743653,5904684.08388254,40.9613584553744,50.9868410116964,
2009,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,116557,,,4155843,5201666.34490701,35.6550271540963,44.6276615296122,
2010,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,116944,,,3941488,4796783.693247,33.7040634833767,41.0177836677982,
2011,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,117578,,,4183185,4931021.49827602,35.5779567606185,41.9383005177501,
2012,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,117714,,,3896724.34,4489494.0466008,33.1033211002939,38.1389983060706,
2013,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,118255,33.83,28.6076698659676,4207460.08,4693595.89787817,35.5795533381253,39.6904646558554,
2014,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,119966,33.14,27.6244936065218,4662220.13,5084421.46450433,38.8628455562409,42.3821871572306,
2015,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,121559,33.03,27.1719905560263,3771464,4111754.7845605,31.0257899456231,33.8251777701404,
2016,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,123603,25.841,20.9064504906839,4123461.87,4487995.62573394,33.3605322686343,36.3097629162232,
2017,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,125860,25.841,20.5315429842682,3516680,3726294.58167404,27.9412045129509,29.6066628132372,
2018,"WA","WA023","Skagit County Health Department","single county","53057","Skagit County",,1,,127835,25.8,20.1822662025267,3507296,3583181.87805484,27.436116869402,28.0297405096792,
1993,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,513959,,,11084676,23648896.1762898,21.5672378536031,46.0131959481005,
1994,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,523911,,,12397367,25784840.3582337,23.6631164453505,49.2160698252828,
1995,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,533870,,,12502430,25328022.4571398,23.4184913930358,47.4423032894522,
1996,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,545612,,,12585971,24924882.5283531,23.0676213133142,45.682430973573,
1997,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,568184,,,14589289,28263542.9750298,25.6770500401278,49.7436446204572,
1998,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,587350,,,13938208,26486043.544384,23.7306682557249,45.0941407072171,
1999,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,597931,,,15034598,27491209.1286186,25.1443695008287,45.977226684381,
2000,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,609185,,,14915747,26024852.2438212,24.4847575038781,42.7207699530047,
2001,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,622390,,,15814939,26684886.7484073,25.4100146210575,42.8748642304782,
2002,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,631526,,,15790041,26057469.0781637,25.0029943343584,41.2611184308543,
2003,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,635612,,,16509947,26400333.2930465,25.9748824754725,41.53529715148,
2004,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,643533,,,17106348,26149432.336584,26.5819281994863,40.6341746834801,
2005,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,654849,,,18321128,26514763.3952945,27.9776375927886,40.4898891122908,
2006,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,670706,,,20529240,28286291.0518196,30.6084036820902,42.1739048880129,
2007,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,683997,,,22106059,28898179.6773967,32.3189414573456,42.2489860005185,
2008,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,694622,,,23098017,28751363.843255,33.2526424443798,41.3913809859968,
2009,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,706302,,,21020669,26310547.9405093,29.7615878193747,37.2511304520011,
2010,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,715500,,,19834552,24138613.537948,27.7212466806429,33.7367065519888,
2011,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,722068,,,16408659,19342068.3729934,22.7245342543916,26.7870455040154,
2012,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,732097,,,16553752,19071908.75424,22.6114189786326,26.0510680336622,
2013,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,744112,164.5,22.10688713527,18339383,20458340.9424568,24.6459981830692,27.4936312577365,
2014,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,757239,139.7,18.4486007720152,16445591,17934870.8437882,21.7178341316282,23.6845577734218,
2015,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,769698,132.4,17.2015517774504,15548422,16951321.4366797,20.2006787077529,22.0233408904268,
2016,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,787110,128.8,16.3636594630992,15936556,17345423.7900504,20.2469235557927,22.0368484583482,
2017,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,802089,131.2,16.3572870342319,16408834,17386895.9432728,20.4576225331603,21.6770158215271,
2018,"WA","WA024","Snohomish Health District","single county","53061","Snohomish County",,1,,813059,131.2,16.1365903335428,15940934,16285841.2372575,19.6061220649424,20.0303314239895,
2003,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,374098,,,11779869,18836672.6887994,31.488724879577,50.3522410940434,
2004,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,384931,,,12521876,19141429.204474,32.5301833315581,49.7269100292624,
2005,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,394277,,,12339646,17858223.2530493,31.296895329933,45.2935962611293,
2006,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,401698,,,13520541,18629328.6017437,33.6584722851495,46.3764534594239,
2007,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,408820,,,14431784,18865971.8630706,35.3010713761558,46.1473799302152,
2008,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,415282,,,15412567,19184864.292703,37.1134963711406,46.1971968269825,
2009,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,421236,,,15344409,19205849.6622197,36.4271073697405,45.5940367447695,
2010,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,426704,,,11092041,13498993.6271852,25.9946965578012,31.6354982076223,
2011,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,432283,,,10326963,12173135.1983957,23.8893572034986,28.1601062229968,
2012,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,436361,,,9872447.13,11374243.7874156,22.6244946959055,26.0661328290466,
2013,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,441341,78.55,17.7980291883147,9591859.7,10700116.5750675,21.7334435277937,24.2445559670811,
2014,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,448202,78.5,17.5144242997577,10257667.64,11186581.5148817,22.8862603022744,24.9587942822248,
2015,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,456939,84.6,18.5145063126588,10305147,11234957.4284281,22.5525660974441,24.5874338334617,
2016,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,465272,87,18.6987396619612,11146479,12131881.0677726,23.9569090768411,26.0748144478339,
2017,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,474381,90.05,18.982632103731,11091878,11753018.4412541,23.3817922724561,24.7754830848076,
2018,"WA","WA025","Clark County Public Health","single county","53011","Clark County",,1,,481427,92.6,19.2344841481678,11431769,11679113.3439861,23.7455917511897,24.2593650625871,
1993,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,392788,,,10484253,22367907.7929706,26.6918872266974,56.9465151505917,
1994,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,398544,,,11803740,24550176.7859335,29.6171564494761,61.5996647445037,
1995,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,404652,,,14123757,28612584.4715936,34.9034651997272,70.7091141810583,
1996,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,408197,,,14189494,28100451.7717999,34.761387271342,68.8404171804297,
1997,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,410200,,,14239755,27586397.6233795,34.7141760117016,67.2510912320318,
1998,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,413510,,,15412817,29288165.4660069,37.273142124737,70.8281914971994,
1999,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,415426,,,15685124,28680715.2470797,37.7567220154733,69.0392879768713,
2000,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,418803,,,15794922,27558828.3478314,37.71444330628,65.8037987976002,
2001,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,422922,,,17795651,30026984.7104172,42.0778559639839,70.9988714477309,
2002,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,427107,,,18734038,30915791.5355726,43.8626339535526,72.3841836719431,
2003,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,430710,,,18801703,30064979.9588619,43.6528127974739,69.803301429876,
2004,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,435268,,,18722678,28620217.566055,43.0141384158725,65.7530936481777,
2005,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,440439,,,19712834,28528872.7506689,44.7572399356097,64.7737206529597,
2006,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,447517,,,19978772,27527826.6341055,44.6436046004956,61.5123596066865,
2007,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,456150,,,20707768,27070261.613879,45.3968387591801,59.34508739204,
2008,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,462263,,,22072319,27474621.4981741,47.7484008021408,59.4350434669747,
2009,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,468235,,,22491018,28150912.1959847,48.0336113276453,60.1213326555783,
2010,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,472081,,,23101702,28114729.1174936,48.935886002614,59.5548838387768,
2011,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,473436,,,21458153,25294270.6947687,45.3242951528823,53.427011665291,
2012,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,475447,,,21162490,24381727.9788,44.5107235927454,51.2816948656738,
2013,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,478332,191.09,39.949240276628,20636565,23020942.5612177,43.1427648578811,48.1275402047483,
2014,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,482857,188.31,38.9991239642379,20464692,22317933.5955701,42.3825107640564,46.2205862099339,
2015,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,488610,213.12,43.6176091361208,24391768,26592582.8213897,49.9207302347476,54.4249663768439,
2016,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,496889,217.88,43.8488274041084,25829624,28113086.3291704,51.9826842614749,56.5782022326322,
2017,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,505623,219.15,43.34256946381,29775577,31550374.5695708,58.8888895481416,62.3990098740975,
2018,"WA","WA026","Spokane Regional Health District","single county","53063","Spokane County",,1,,513603,219.2,42.6788784333425,34202416,34942439.1887348,66.5931001181847,68.0339468202771,
1993,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,630334,,,19989308,42646719.6269768,31.7122477924402,67.6573366294326,
1994,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,638397,,,19297970,40137157.8084269,30.2287918019665,62.8717832452642,
1995,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,648820,,,23346191,47295833.6848658,35.9825390709288,72.895153794374,
1996,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,656246,,,24589230,48695779.5479313,37.4695312428571,74.2035449327407,
1997,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,665132,,,21507566,41666185.098485,32.3357859793244,62.6434829454679,
1998,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,679000,,,26083523,49565146.8229589,38.4146141384389,72.9972707260073,
1999,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,692662,,,26677156.1,48779972.5208418,38.513959333701,70.4239189111598,
2000,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,703993,,,22118158,38591549.8469833,31.4181504645643,54.8180874624936,
2001,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,716447,,,29518119,49806557.1129304,41.2007015173488,69.5188298826436,
2002,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,728091,,,32087030,52951527.6138366,44.0700818991033,72.7265240386663,
2003,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,733969,,,30228346,48336824.4184872,41.1847721089038,65.8567656379046,
2004,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,740137,,,30662964,46872605.5588903,41.428767917291,63.3296343229568,
2005,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,748148,,,29883600,43248242.3243603,39.9434336521651,57.8070680191089,
2006,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,763408,,,32903822,45336655.7071409,43.1012276528409,59.3871896903633,
2007,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,772484,,,32572560,42580529.2310485,42.1659995546833,55.1215678655461,
2008,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,785400,,,33321841,41477516.2092094,42.4265864527629,52.8106903605925,
2009,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,796483,,,34388417,43042307.2679906,43.1753307980208,54.0404594548667,
2010,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,795390,,,31288968,38078616.877922,39.3378946177347,47.8741458629377,
2011,"WA","WA027","Tacoma-Pierce County Health Department","single county","53053","Pierce County",,1,,807623,,,30663790,36145618.1614299,37.9679503926956,44.7555581768101,
